:START_ID,:END_ID,:TYPE
e0000004,m0000004,Compose
e0000008,m0000008,Compose
e0000010,m0000010,Compose
e0000017,m0000017,Compose
e0000018,m0000018,Compose
e0000019,m0000019,Compose
e0000020,m0000020,Compose
e0000059,m0000059,Compose
e0000061,m0000061,Compose
e0000073,m0000073,Compose
